Seq,Letter,Answer,Item,Category,Color,RNum,Num,Date,Count
10445,A,So,Hippopotamus,Animal,Orange,26.72,47,2020-11-27T08:00:00.000Z,1
10446,W,False,Diamond,Mineral,Black,97.83,72,2020-12-09T08:00:00.000Z,1
10447,P,No,Jade,Mineral,Pink,38.52,19,2020-11-25T08:00:00.000Z,1
10448,R,So,Diamond,Mineral,Brown,2.89,48,2020-12-17T08:00:00.000Z,1
10449,C,False,Algae,Vegetable,Green,95.15,29,2020-11-29T08:00:00.000Z,1
10450,K,Yes,Deer,Animal,Blue,53.98,77,2020-12-22T08:00:00.000Z,1
10451,Y,False,Bear,Animal,Green,24.63,47,2020-11-26T08:00:00.000Z,1
10452,M,True,Tree,Vegetable,Green,15.01,51,2020-12-06T08:00:00.000Z,1
10453,E,Yes,Cactus,Vegetable,Orange,64.05,69,2020-12-21T08:00:00.000Z,1
10454,P,True,Silver,Mineral,Brown,49.27,61,2020-11-25T08:00:00.000Z,1
10455,N,So,Silver,Mineral,Violet,62.06,86,2020-12-10T08:00:00.000Z,1
10456,X,Yes,Jade,Mineral,Indigo,54.29,25,2020-12-04T08:00:00.000Z,1
10457,G,So,Jade,Mineral,Black,7.33,1,2020-12-01T08:00:00.000Z,1
10458,L,So,Beaver,Animal,Blue,39.11,48,2020-12-17T08:00:00.000Z,1
10459,G,False,Algae,Vegetable,Pink,51.94,74,2020-11-26T08:00:00.000Z,1
10460,F,True,Moss,Vegetable,Orange,29.32,74,2020-11-26T08:00:00.000Z,1
10461,G,False,Lead,Mineral,Black,69.81,14,2020-11-28T08:00:00.000Z,1
10462,U,No,Moss,Vegetable,Purple,34.18,7,2020-12-21T08:00:00.000Z,1
10463,U,False,Rabbit,Animal,Green,89.36,11,2020-12-01T08:00:00.000Z,1
10464,L,So,Gold,Mineral,Gray,67.5,38,2020-11-25T08:00:00.000Z,1
10465,O,False,Quartz,Mineral,Gray,28.53,37,2020-12-08T08:00:00.000Z,1
10466,N,True,Ruby,Mineral,Brown,5.14,17,2020-12-09T08:00:00.000Z,1
10467,K,So,Bat,Animal,Purple,26.49,76,2020-12-08T08:00:00.000Z,1
10468,I,So,Otter,Animal,Violet,24.73,67,2020-12-12T08:00:00.000Z,1
10469,D,Yes,Fern,Vegetable,Red,84.65,27,2020-12-18T08:00:00.000Z,1
10470,T,So,Jade,Mineral,White,45.6,54,2020-12-08T08:00:00.000Z,1
10471,R,So,Cactus,Vegetable,Indigo,28.31,52,2020-12-10T08:00:00.000Z,1
10472,Y,No,Tree,Vegetable,Violet,88.75,5,2020-11-29T08:00:00.000Z,1
10473,K,So,Snake,Animal,Brown,22.57,76,2020-12-18T08:00:00.000Z,1
10474,H,So,Gold,Mineral,Black,51.95,49,2020-12-22T08:00:00.000Z,1
10475,H,So,Cactus,Vegetable,Black,40.75,50,2020-12-04T08:00:00.000Z,1
10476,S,Yes,Insect,Animal,Black,80.14,96,2020-12-13T08:00:00.000Z,1
10477,F,False,Dog,Animal,Red,90.37,63,2020-12-17T08:00:00.000Z,1
10478,Y,No,Frog,Animal,Violet,50.94,74,2020-12-18T08:00:00.000Z,1
10479,L,Maybe,Deer,Animal,Purple,26.29,85,2020-11-28T08:00:00.000Z,1
10480,A,No,Beaver,Animal,Pink,28.05,65,2020-12-15T08:00:00.000Z,1
10481,Y,True,Deer,Animal,Indigo,92.77,32,2020-12-06T08:00:00.000Z,1
10482,M,Maybe,Quartz,Mineral,Blue,4.81,62,2020-12-02T08:00:00.000Z,1
10483,Q,Maybe,Tiger,Animal,Gray,4.06,10,2020-12-19T08:00:00.000Z,1
10484,J,False,Frog,Animal,Red,51.09,73,2020-12-15T08:00:00.000Z,1
10485,M,Yes,Fox,Animal,Violet,61.11,81,2020-11-29T08:00:00.000Z,1
10486,H,No,Rabbit,Animal,Red,59.61,31,2020-12-04T08:00:00.000Z,1
10487,F,False,Grass,Vegetable,Black,44.16,34,2020-12-23T08:00:00.000Z,1
10488,Q,No,Gold,Mineral,Brown,36.11,90,2020-12-16T08:00:00.000Z,1
10489,X,Yes,Silver,Mineral,Orange,92.92,96,2020-12-03T08:00:00.000Z,1
10490,Q,Yes,Rabbit,Animal,Brown,46.78,88,2020-12-07T08:00:00.000Z,1
10491,Y,Yes,Duck,Animal,Green,8.29,84,2020-12-10T08:00:00.000Z,1
10492,B,So,Grass,Vegetable,Violet,62.09,8,2020-12-04T08:00:00.000Z,1
10493,R,True,Diamond,Mineral,Purple,40.18,70,2020-12-19T08:00:00.000Z,1
10494,Q,So,Ruby,Mineral,White,19.52,77,2020-12-16T08:00:00.000Z,1
10495,J,True,Flower,Vegetable,Pink,96,71,2020-12-11T08:00:00.000Z,1
10496,B,True,Algae,Vegetable,White,53.45,77,2020-11-23T08:00:00.000Z,1
10497,N,True,Wolf,Animal,Violet,82.89,64,2020-11-26T08:00:00.000Z,1
10498,P,Maybe,Ruby,Mineral,White,0.41,26,2020-11-25T08:00:00.000Z,1
10499,G,True,Diamond,Mineral,Pink,55.56,98,2020-11-29T08:00:00.000Z,1
10500,R,Maybe,Kangaroo,Animal,Blue,66.56,95,2020-12-01T08:00:00.000Z,1
10501,F,Yes,Gold,Mineral,White,59.5,78,2020-11-30T08:00:00.000Z,1
10502,W,So,Elephant,Animal,Blue,15.52,78,2020-12-07T08:00:00.000Z,1
10503,W,True,Jade,Mineral,Purple,88.8,59,2020-12-11T08:00:00.000Z,1
10504,V,No,Fern,Vegetable,Indigo,38.12,6,2020-12-02T08:00:00.000Z,1
10505,P,So,Cactus,Vegetable,Blue,50.65,98,2020-12-11T08:00:00.000Z,1
10506,A,Maybe,Algae,Vegetable,Brown,66.24,53,2020-12-01T08:00:00.000Z,1
10507,G,True,Moss,Vegetable,White,61.86,13,2020-11-28T08:00:00.000Z,1
10508,W,Maybe,Silver,Mineral,Blue,30.36,85,2020-12-01T08:00:00.000Z,1
10509,U,Yes,Grass,Vegetable,Indigo,15.21,65,2020-12-04T08:00:00.000Z,1
10510,J,False,Sheep,Animal,Black,78.58,18,2020-12-12T08:00:00.000Z,1
10511,Y,No,Eagle,Animal,Indigo,13.43,100,2020-12-16T08:00:00.000Z,1
10512,X,So,Ruby,Mineral,Violet,63.48,51,2020-11-24T08:00:00.000Z,1
10513,P,Maybe,Fern,Vegetable,Orange,49.74,79,2020-12-07T08:00:00.000Z,1
10514,T,So,Silver,Mineral,Green,29.01,35,2020-12-13T08:00:00.000Z,1
10515,O,False,Lizard,Animal,Brown,24.67,18,2020-12-19T08:00:00.000Z,1
10516,P,Maybe,Fox,Animal,Orange,46.31,55,2020-12-22T08:00:00.000Z,1
10517,O,Maybe,Otter,Animal,Black,81.31,99,2020-12-02T08:00:00.000Z,1
10518,B,No,Tree,Vegetable,White,75.67,38,2020-12-14T08:00:00.000Z,1
10519,G,Maybe,Silver,Mineral,Pink,52.48,42,2020-11-24T08:00:00.000Z,1
10520,L,Maybe,Flower,Vegetable,Indigo,84.64,15,2020-12-01T08:00:00.000Z,1
10521,B,True,Grass,Vegetable,Green,83.98,54,2020-11-30T08:00:00.000Z,1
10522,C,No,Moss,Vegetable,Gray,13.62,32,2020-12-06T08:00:00.000Z,1
10523,L,So,Moss,Vegetable,Pink,66.99,23,2020-12-01T08:00:00.000Z,1
10524,G,False,Lizard,Animal,Indigo,27.17,94,2020-11-24T08:00:00.000Z,1
10525,J,True,Diamond,Mineral,Brown,62.94,90,2020-12-03T08:00:00.000Z,1
10526,N,True,Flower,Vegetable,White,28.94,30,2020-12-13T08:00:00.000Z,1
10527,B,Yes,Lead,Mineral,Gray,50.16,44,2020-12-13T08:00:00.000Z,1
10528,Q,Maybe,Gold,Mineral,Purple,77.06,23,2020-12-13T08:00:00.000Z,1
10529,G,No,Grass,Vegetable,Green,16.37,37,2020-11-24T08:00:00.000Z,1
10530,U,No,Shark,Animal,Violet,62.46,44,2020-11-29T08:00:00.000Z,1
10531,T,Maybe,Grass,Vegetable,Red,26.92,66,2020-12-18T08:00:00.000Z,1
10532,M,No,Jade,Mineral,Red,99.25,41,2020-12-03T08:00:00.000Z,1
10533,W,Maybe,Grass,Vegetable,Purple,12.07,12,2020-12-22T08:00:00.000Z,1
10534,L,No,Moss,Vegetable,Green,33.36,93,2020-12-02T08:00:00.000Z,1
10535,D,So,Rabbit,Animal,Violet,97.92,3,2020-12-13T08:00:00.000Z,1
10536,I,No,Algae,Vegetable,Purple,10.88,86,2020-12-04T08:00:00.000Z,1
10537,O,Maybe,Bat,Animal,Blue,37.22,56,2020-12-22T08:00:00.000Z,1
10538,U,No,Flower,Vegetable,Orange,86.58,43,2020-11-27T08:00:00.000Z,1
10539,M,Yes,Cactus,Vegetable,White,18.64,99,2020-12-17T08:00:00.000Z,1
10540,A,True,Sheep,Animal,White,80.33,56,2020-12-07T08:00:00.000Z,1
10541,H,No,Tree,Vegetable,Green,17.47,90,2020-12-14T08:00:00.000Z,1
10542,O,Yes,Grass,Vegetable,Orange,97.91,57,2020-11-30T08:00:00.000Z,1
10543,L,False,Gold,Mineral,Orange,41.43,87,2020-12-05T08:00:00.000Z,1
10544,V,True,Silver,Mineral,Brown,2.13,40,2020-12-09T08:00:00.000Z,1
10545,F,True,Rhinoceros,Animal,Green,21.56,12,2020-12-14T08:00:00.000Z,1
10546,G,No,Lizard,Animal,Gray,7.86,85,2020-11-30T08:00:00.000Z,1
10547,A,Maybe,Duck,Animal,Pink,29.88,19,2020-12-01T08:00:00.000Z,1
10548,P,True,Lizard,Animal,Pink,68.22,84,2020-12-20T08:00:00.000Z,1
10549,F,No,Silver,Mineral,Green,70.23,55,2020-12-02T08:00:00.000Z,1
10550,T,No,Lead,Mineral,Indigo,91.97,75,2020-12-18T08:00:00.000Z,1
10551,G,False,Cactus,Vegetable,Black,32.12,68,2020-12-06T08:00:00.000Z,1
10552,Z,Maybe,Algae,Vegetable,Brown,13.05,48,2020-12-21T08:00:00.000Z,1
10553,E,Yes,Eagle,Animal,Gray,19.32,83,2020-11-30T08:00:00.000Z,1
10554,B,No,Sheep,Animal,Orange,30.11,14,2020-12-05T08:00:00.000Z,1
10555,F,So,Silver,Mineral,Indigo,7.41,84,2020-12-02T08:00:00.000Z,1
10556,Y,True,Tree,Vegetable,Red,28.19,86,2020-11-24T08:00:00.000Z,1
10557,N,No,Algae,Vegetable,Green,60.24,28,2020-12-15T08:00:00.000Z,1
10558,I,Maybe,Tree,Vegetable,White,91.65,65,2020-12-12T08:00:00.000Z,1
10559,G,Yes,Horse,Animal,Green,8.24,60,2020-12-03T08:00:00.000Z,1
10560,G,False,Fern,Vegetable,Gray,90.03,21,2020-11-26T08:00:00.000Z,1
10561,F,So,Lead,Mineral,White,16.25,60,2020-11-30T08:00:00.000Z,1
10562,N,Maybe,Silver,Mineral,Brown,62.23,80,2020-12-02T08:00:00.000Z,1
10563,W,True,Quartz,Mineral,Blue,60.25,58,2020-11-29T08:00:00.000Z,1
10564,C,No,Tiger,Animal,Indigo,72.72,16,2020-12-21T08:00:00.000Z,1
10565,G,False,Beaver,Animal,Purple,69.83,56,2020-12-10T08:00:00.000Z,1
10566,Q,True,Jade,Mineral,Indigo,73.36,42,2020-12-06T08:00:00.000Z,1
10567,S,Yes,Moss,Vegetable,Red,19.01,5,2020-12-11T08:00:00.000Z,1
10568,P,True,Quartz,Mineral,Indigo,1.63,6,2020-11-28T08:00:00.000Z,1
10569,D,No,Zebra,Animal,Gray,55.25,84,2020-12-22T08:00:00.000Z,1
10570,Z,So,Rabbit,Animal,Green,54.21,70,2020-12-21T08:00:00.000Z,1
10571,K,So,Bear,Animal,Purple,11.5,20,2020-12-14T08:00:00.000Z,1
10572,D,So,Bird,Animal,Brown,35.71,74,2020-12-03T08:00:00.000Z,1
10573,W,No,Bear,Animal,Violet,34.32,59,2020-12-05T08:00:00.000Z,1
10574,U,So,Shark,Animal,Green,16.85,41,2020-11-25T08:00:00.000Z,1
10575,C,No,Eagle,Animal,Green,72.72,49,2020-12-17T08:00:00.000Z,1
10576,G,False,Gold,Mineral,Violet,98.24,41,2020-12-12T08:00:00.000Z,1
10577,S,Yes,Fern,Vegetable,Violet,7.96,11,2020-12-09T08:00:00.000Z,1
10578,D,Maybe,Duck,Animal,Purple,90.51,51,2020-12-05T08:00:00.000Z,1
10579,M,Yes,Algae,Vegetable,Violet,50.54,31,2020-12-03T08:00:00.000Z,1
10580,R,Maybe,Grass,Vegetable,Black,74.63,85,2020-12-04T08:00:00.000Z,1
10581,E,False,Tiger,Animal,Purple,39.65,94,2020-12-09T08:00:00.000Z,1
10582,J,Maybe,Elephant,Animal,White,21.67,26,2020-11-29T08:00:00.000Z,1
10583,H,True,Tree,Vegetable,Purple,45.72,67,2020-12-21T08:00:00.000Z,1
10584,Y,Yes,Quartz,Mineral,Pink,41.51,12,2020-12-01T08:00:00.000Z,1
10585,U,True,Ruby,Mineral,Violet,2.79,94,2020-12-10T08:00:00.000Z,1
10586,E,Maybe,Horse,Animal,White,33.81,68,2020-12-19T08:00:00.000Z,1
10587,D,Yes,Elephant,Animal,Red,85.78,81,2020-11-23T08:00:00.000Z,1
10588,E,False,Zebra,Animal,Violet,31.05,50,2020-12-19T08:00:00.000Z,1
10589,S,False,Algae,Vegetable,Purple,73.91,67,2020-12-01T08:00:00.000Z,1
10590,I,False,Lead,Mineral,Gray,58.53,11,2020-12-15T08:00:00.000Z,1
10591,G,False,Insect,Animal,Blue,17.37,72,2020-11-26T08:00:00.000Z,1
10592,Q,Yes,Jade,Mineral,Purple,76.53,6,2020-12-12T08:00:00.000Z,1
10593,Q,No,Flower,Vegetable,Pink,52.39,9,2020-12-19T08:00:00.000Z,1
10594,K,Yes,Ruby,Mineral,Purple,36.39,57,2020-11-24T08:00:00.000Z,1
10595,X,Yes,Dog,Animal,Indigo,38.51,71,2020-11-25T08:00:00.000Z,1
10596,K,So,Jade,Mineral,Gray,42.37,93,2020-11-28T08:00:00.000Z,1
10597,V,Yes,Quartz,Mineral,Black,13.92,41,2020-12-03T08:00:00.000Z,1
10598,B,So,Antelope,Animal,Green,40.96,39,2020-12-11T08:00:00.000Z,1
10599,G,Maybe,Frog,Animal,White,44.43,63,2020-12-04T08:00:00.000Z,1
10600,C,True,Quartz,Mineral,Gray,98.96,83,2020-12-11T08:00:00.000Z,1
10601,H,No,Cactus,Vegetable,Blue,95.79,34,2020-12-04T08:00:00.000Z,1
10602,H,Maybe,Lead,Mineral,Violet,53.15,29,2020-12-01T08:00:00.000Z,1
10603,G,True,Jade,Mineral,Red,55.65,87,2020-12-17T08:00:00.000Z,1
10604,E,Yes,Tree,Vegetable,Brown,95.76,9,2020-11-27T08:00:00.000Z,1
10605,U,Yes,Sheep,Animal,Indigo,9.27,80,2020-12-16T08:00:00.000Z,1
10606,U,Yes,Otter,Animal,Brown,82.47,47,2020-12-14T08:00:00.000Z,1
10607,G,True,Hippopotamus,Animal,Black,35.58,95,2020-12-13T08:00:00.000Z,1
10608,C,True,Frog,Animal,Orange,21.37,25,2020-12-12T08:00:00.000Z,1
10609,N,No,Lead,Mineral,Pink,18.26,41,2020-12-18T08:00:00.000Z,1
10610,K,No,Ruby,Mineral,Purple,8.94,27,2020-12-07T08:00:00.000Z,1
10611,J,Yes,Gold,Mineral,Pink,57.54,84,2020-12-21T08:00:00.000Z,1
10612,N,Yes,Bat,Animal,Gray,3.25,80,2020-11-28T08:00:00.000Z,1
10613,C,False,Bat,Animal,Pink,56.55,35,2020-12-08T08:00:00.000Z,1
10614,H,True,Fern,Vegetable,Pink,98.61,27,2020-12-20T08:00:00.000Z,1
10615,C,False,Quartz,Mineral,Pink,89.14,86,2020-12-01T08:00:00.000Z,1
10616,F,False,Whale,Animal,Gray,8.67,73,2020-11-23T08:00:00.000Z,1
10617,A,Yes,Tree,Vegetable,Blue,17.54,25,2020-11-30T08:00:00.000Z,1
10618,N,No,Flower,Vegetable,White,55.65,71,2020-12-20T08:00:00.000Z,1
10619,C,Yes,Ruby,Mineral,Gray,94.33,9,2020-11-30T08:00:00.000Z,1
10620,D,Yes,Fern,Vegetable,Violet,10.16,87,2020-12-09T08:00:00.000Z,1
10621,I,True,Sheep,Animal,Black,99.68,54,2020-12-22T08:00:00.000Z,1
10622,X,No,Flower,Vegetable,Red,2.77,51,2020-11-28T08:00:00.000Z,1
10623,C,Maybe,Bird,Animal,White,63.93,71,2020-12-23T08:00:00.000Z,1
10624,G,Maybe,Diamond,Mineral,Indigo,61.15,15,2020-11-24T08:00:00.000Z,1
10625,V,Yes,Shark,Animal,White,44.94,9,2020-12-21T08:00:00.000Z,1
10626,B,True,Algae,Vegetable,Indigo,90.51,75,2020-12-14T08:00:00.000Z,1
10627,F,True,Moss,Vegetable,White,4.77,49,2020-12-12T08:00:00.000Z,1
10628,L,No,Jade,Mineral,Pink,47.8,8,2020-12-05T08:00:00.000Z,1
10629,P,Maybe,Silver,Mineral,Red,79.61,42,2020-11-24T08:00:00.000Z,1
10630,S,Yes,Ruby,Mineral,Indigo,98.18,42,2020-12-14T08:00:00.000Z,1
10631,D,Yes,Kangaroo,Animal,Blue,98.78,71,2020-12-04T08:00:00.000Z,1
10632,J,True,Quartz,Mineral,Brown,14.39,19,2020-12-02T08:00:00.000Z,1
10633,X,No,Horse,Animal,Pink,3.78,52,2020-12-06T08:00:00.000Z,1
10634,F,Maybe,Flower,Vegetable,Purple,15.28,53,2020-12-21T08:00:00.000Z,1
10635,E,Maybe,Quartz,Mineral,Purple,99.68,87,2020-12-05T08:00:00.000Z,1
10636,M,Maybe,Jade,Mineral,Indigo,52.76,66,2020-12-20T08:00:00.000Z,1
10637,R,False,Hippopotamus,Animal,Indigo,48.04,13,2020-12-18T08:00:00.000Z,1
10638,J,No,Cactus,Vegetable,White,92.31,20,2020-12-01T08:00:00.000Z,1
10639,P,So,Horse,Animal,Purple,62.91,21,2020-11-29T08:00:00.000Z,1
10640,I,Maybe,Cougar,Animal,Purple,63.96,81,2020-11-24T08:00:00.000Z,1
10641,B,So,Lead,Mineral,Orange,27.34,7,2020-11-27T08:00:00.000Z,1
10642,R,False,Sheep,Animal,Purple,17.5,74,2020-12-06T08:00:00.000Z,1
10643,K,So,Grass,Vegetable,Violet,92.47,89,2020-12-23T08:00:00.000Z,1
10644,I,No,Lead,Mineral,Green,36.98,72,2020-11-25T08:00:00.000Z,1
10645,K,Yes,Jade,Mineral,Violet,77.25,32,2020-11-28T08:00:00.000Z,1
10646,G,Yes,Fern,Vegetable,Indigo,47.01,87,2020-12-01T08:00:00.000Z,1
10647,Y,No,Bird,Animal,Red,53.76,47,2020-12-17T08:00:00.000Z,1
10648,O,Maybe,Tree,Vegetable,Purple,63.26,62,2020-12-14T08:00:00.000Z,1
10649,O,No,Rhinoceros,Animal,Orange,14.56,74,2020-12-06T08:00:00.000Z,1
10650,W,Yes,Giraffe,Animal,Indigo,77.23,53,2020-12-05T08:00:00.000Z,1
10651,M,Maybe,Moss,Vegetable,Pink,8.11,85,2020-12-10T08:00:00.000Z,1
10652,I,So,Jade,Mineral,Pink,95.59,39,2020-12-09T08:00:00.000Z,1
10653,O,No,Silver,Mineral,Indigo,71.42,2,2020-12-12T08:00:00.000Z,1
10654,E,True,Algae,Vegetable,Purple,40.91,43,2020-12-10T08:00:00.000Z,1
10655,U,False,Gold,Mineral,Purple,79.14,81,2020-12-18T08:00:00.000Z,1
10656,D,No,Duck,Animal,Blue,13.22,69,2020-12-20T08:00:00.000Z,1
10657,O,No,Lead,Mineral,Gray,86.81,47,2020-12-04T08:00:00.000Z,1
10658,U,False,Gold,Mineral,Brown,70.37,85,2020-12-14T08:00:00.000Z,1
10659,C,True,Moss,Vegetable,Violet,60.6,19,2020-12-06T08:00:00.000Z,1
10660,W,False,Ruby,Mineral,White,46.97,16,2020-12-13T08:00:00.000Z,1
10661,E,No,Fox,Animal,Orange,24.43,2,2020-12-04T08:00:00.000Z,1
10662,N,No,Algae,Vegetable,Blue,67.19,25,2020-12-09T08:00:00.000Z,1
10663,V,Maybe,Monkey,Animal,Pink,76.88,67,2020-12-09T08:00:00.000Z,1
10664,B,True,Duck,Animal,Blue,59.4,67,2020-12-09T08:00:00.000Z,1
10665,X,No,Zebra,Animal,White,18.52,73,2020-11-29T08:00:00.000Z,1
10666,A,True,Ruby,Mineral,Gray,19.23,6,2020-12-15T08:00:00.000Z,1
10667,O,True,Moss,Vegetable,Orange,34.25,40,2020-12-04T08:00:00.000Z,1
10668,R,Maybe,Jade,Mineral,Black,85.48,2,2020-12-21T08:00:00.000Z,1
10669,R,So,Moss,Vegetable,Pink,81.86,11,2020-12-07T08:00:00.000Z,1
10670,F,So,Gold,Mineral,Blue,94.75,21,2020-12-20T08:00:00.000Z,1
10671,M,Maybe,Horse,Animal,Purple,12.15,15,2020-12-16T08:00:00.000Z,1
10672,F,Maybe,Fox,Animal,Violet,81.96,15,2020-12-18T08:00:00.000Z,1
10673,H,Maybe,Diamond,Mineral,Gray,15.08,4,2020-12-12T08:00:00.000Z,1
10674,D,False,Tree,Vegetable,White,8.7,93,2020-11-26T08:00:00.000Z,1
10675,H,So,Snake,Animal,Pink,76.78,37,2020-12-10T08:00:00.000Z,1
10676,O,No,Squirrel,Animal,White,75.35,41,2020-11-28T08:00:00.000Z,1
10677,F,So,Ruby,Mineral,White,68.11,90,2020-11-26T08:00:00.000Z,1
10678,S,Yes,Rhinoceros,Animal,Violet,58.14,69,2020-12-17T08:00:00.000Z,1
10679,U,True,Otter,Animal,Brown,67.02,76,2020-12-15T08:00:00.000Z,1
10680,N,Maybe,Algae,Vegetable,Green,83.84,89,2020-12-06T08:00:00.000Z,1
10681,U,So,Lead,Mineral,Violet,25.31,42,2020-12-03T08:00:00.000Z,1
10682,F,So,Diamond,Mineral,Pink,41.15,96,2020-12-11T08:00:00.000Z,1
10683,Q,So,Flower,Vegetable,Gray,66.36,83,2020-12-16T08:00:00.000Z,1
10684,T,Yes,Giraffe,Animal,Gray,50.29,64,2020-12-07T08:00:00.000Z,1
10685,N,So,Gold,Mineral,Purple,12.21,46,2020-12-19T08:00:00.000Z,1
10686,H,Yes,Bat,Animal,Purple,49.83,99,2020-12-10T08:00:00.000Z,1
10687,J,So,Tiger,Animal,Brown,33.62,2,2020-12-15T08:00:00.000Z,1
10688,I,False,Gold,Mineral,Orange,24.3,42,2020-12-09T08:00:00.000Z,1
10689,L,No,Lead,Mineral,Red,3.03,38,2020-12-20T08:00:00.000Z,1
10690,H,So,Snake,Animal,Indigo,80.8,64,2020-12-14T08:00:00.000Z,1
10691,V,So,Lead,Mineral,Red,43.73,70,2020-12-17T08:00:00.000Z,1
10692,Z,So,Antelope,Animal,Indigo,35.29,91,2020-12-22T08:00:00.000Z,1
10693,Q,False,Quartz,Mineral,Green,24.43,68,2020-12-20T08:00:00.000Z,1
10694,C,So,Fox,Animal,Red,82.75,41,2020-12-21T08:00:00.000Z,1
10695,K,No,Jade,Mineral,Purple,75.34,52,2020-12-20T08:00:00.000Z,1
10696,N,No,Snake,Animal,Purple,70.5,59,2020-12-04T08:00:00.000Z,1
10697,O,False,Gold,Mineral,Indigo,26.21,21,2020-11-24T08:00:00.000Z,1
10698,I,False,Fern,Vegetable,Pink,28.36,15,2020-12-20T08:00:00.000Z,1
10699,E,Yes,Cactus,Vegetable,Blue,16.17,17,2020-12-14T08:00:00.000Z,1
10700,L,False,Lizard,Animal,Blue,94.38,55,2020-12-19T08:00:00.000Z,1
10701,G,No,Cougar,Animal,Black,60.07,87,2020-12-21T08:00:00.000Z,1
10702,V,So,Rhinoceros,Animal,Blue,48.43,25,2020-12-22T08:00:00.000Z,1
10703,T,No,Turtle,Animal,Violet,89.8,43,2020-11-29T08:00:00.000Z,1
10704,V,No,Cactus,Vegetable,White,64.17,43,2020-12-03T08:00:00.000Z,1
10705,T,False,Tree,Vegetable,Violet,3.62,85,2020-12-16T08:00:00.000Z,1
10706,V,False,Fox,Animal,Red,13.87,39,2020-12-07T08:00:00.000Z,1
10707,Z,No,Gold,Mineral,Violet,55.96,68,2020-12-17T08:00:00.000Z,1
10708,J,So,Grass,Vegetable,Gray,44.8,51,2020-12-16T08:00:00.000Z,1
10709,B,True,Flower,Vegetable,Purple,71.38,68,2020-11-30T08:00:00.000Z,1
10710,Q,Yes,Flower,Vegetable,Violet,45.11,28,2020-12-10T08:00:00.000Z,1
10711,C,Maybe,Gold,Mineral,Orange,28.26,82,2020-11-25T08:00:00.000Z,1
10712,W,Maybe,Sheep,Animal,Violet,89.66,36,2020-12-02T08:00:00.000Z,1
10713,V,So,Quartz,Mineral,Brown,16.83,89,2020-12-15T08:00:00.000Z,1
10714,M,False,Grass,Vegetable,Indigo,75.55,55,2020-12-13T08:00:00.000Z,1
10715,S,No,Wolf,Animal,Black,9.26,13,2020-11-24T08:00:00.000Z,1
10716,D,True,Algae,Vegetable,Orange,85.82,71,2020-12-13T08:00:00.000Z,1
10717,E,No,Monkey,Animal,Brown,69.04,2,2020-12-14T08:00:00.000Z,1
10718,Z,True,Deer,Animal,Pink,39.64,92,2020-11-24T08:00:00.000Z,1
10719,M,Yes,Beaver,Animal,Gray,92.39,7,2020-12-02T08:00:00.000Z,1
10720,I,Maybe,Duck,Animal,Indigo,58,45,2020-12-05T08:00:00.000Z,1
10721,S,Yes,Grass,Vegetable,Indigo,26.64,80,2020-12-14T08:00:00.000Z,1
10722,B,Maybe,Moss,Vegetable,Purple,51.96,74,2020-12-13T08:00:00.000Z,1
10723,O,False,Tree,Vegetable,Black,97.64,95,2020-12-21T08:00:00.000Z,1
10724,E,Yes,Moss,Vegetable,Gray,57.73,46,2020-12-06T08:00:00.000Z,1
10725,G,No,Quartz,Mineral,Orange,46.97,97,2020-12-04T08:00:00.000Z,1
10726,H,No,Lizard,Animal,Gray,46.9,61,2020-12-06T08:00:00.000Z,1
10727,Z,So,Diamond,Mineral,Violet,71.31,8,2020-12-17T08:00:00.000Z,1
10728,J,Maybe,Insect,Animal,Violet,81.31,68,2020-12-09T08:00:00.000Z,1
10729,C,No,Deer,Animal,Red,77.2,66,2020-12-04T08:00:00.000Z,1
10730,C,No,Lead,Mineral,Green,53.84,15,2020-12-14T08:00:00.000Z,1
10731,C,So,Algae,Vegetable,Red,36.44,66,2020-12-20T08:00:00.000Z,1
10732,B,Yes,Cactus,Vegetable,Gray,74.87,88,2020-12-04T08:00:00.000Z,1
10733,W,So,Gold,Mineral,Orange,83.67,51,2020-12-03T08:00:00.000Z,1
10734,Z,No,Algae,Vegetable,Pink,36.2,34,2020-12-22T08:00:00.000Z,1
10735,C,Yes,Sheep,Animal,Gray,13.95,16,2020-12-12T08:00:00.000Z,1
10736,F,Yes,Beaver,Animal,Green,73.64,49,2020-12-20T08:00:00.000Z,1
10737,L,Maybe,Tree,Vegetable,Purple,95.78,87,2020-12-07T08:00:00.000Z,1
10738,I,True,Lead,Mineral,Violet,5.58,41,2020-12-06T08:00:00.000Z,1
10739,P,Yes,Quartz,Mineral,Indigo,81.14,88,2020-12-14T08:00:00.000Z,1
10740,O,So,Grass,Vegetable,Pink,67.37,76,2020-12-07T08:00:00.000Z,1
10741,Q,Maybe,Moss,Vegetable,Gray,41.01,67,2020-11-27T08:00:00.000Z,1
10742,S,False,Ruby,Mineral,Green,96.74,10,2020-12-16T08:00:00.000Z,1
10743,N,So,Jade,Mineral,Purple,8.71,30,2020-12-12T08:00:00.000Z,1
10744,R,True,Zebra,Animal,Pink,70.15,6,2020-12-05T08:00:00.000Z,1
10745,Z,Yes,Cactus,Vegetable,Green,70.19,7,2020-12-15T08:00:00.000Z,1
10746,P,False,Flower,Vegetable,Gray,19.46,37,2020-11-26T08:00:00.000Z,1
10747,B,So,Fern,Vegetable,Purple,73.19,58,2020-12-08T08:00:00.000Z,1
